drug,cell_line,auc_pset1,auc_pset2,ABC,cluster,SEEDING_DENSITY_gdsc1,SEEDING_DENSITY_gdsc2,density_diff
wee1inhibitor,cvcl_1711,0.35113919047403763,0.13964287519329321,0.3139681912077197,1,3125.0,625.0,2500.0
azd2014,cvcl_0504,0.4802064935802669,0.1458132043912489,0.31389991376949855,1,500.0,300.0,200.0
azd6738,cvcl_1232,0.4232098586520546,0.11516450589333793,0.3137637155893507,1,700.0,325.0,375.0
azd6738,cvcl_1232,0.4232098586520546,0.11516450589333793,0.3137637155893507,1,400.0,325.0,75.0
gsk269962a,cvcl_1881,0.5890471026027508,0.3007868854611575,0.3137449101961801,1,15000.0,400.0,14600.0
azd2014,cvcl_0313,0.5682895459871301,0.25151074795303907,0.313655840749724,1,1500.0,325.0,1175.0
azd2014,cvcl_0313,0.5682895459871301,0.25151074795303907,0.313655840749724,1,1000.0,325.0,675.0
docetaxel,cvcl_1297,0.4159914722160747,0.0964485282789791,0.3136296195443326,1,800.0,400.0,400.0
docetaxel,cvcl_1297,0.4159914722160747,0.0964485282789791,0.3136296195443326,1,,400.0,
tanespimycin,cvcl_0035,0.41529399259439514,0.0785796090198062,0.3136222453601149,1,800.0,325.0,475.0
obatoclaxmesylate,cvcl_1048,0.8125258390911609,0.4866673598455218,0.3132376742457638,1,,325.0,
lestaurtinib,cvcl_1243,0.25991838328553896,0.5722885109788306,0.3132343930420314,1,25000.0,900.0,24100.0
lestaurtinib,cvcl_1243,0.25991838328553896,0.5722885109788306,0.3132343930420314,1,3125.0,900.0,2225.0
obatoclaxmesylate,cvcl_1421,0.654857038510312,0.3337996529779257,0.31319775678000095,1,,1250.0,
bi2536,cvcl_1667,0.5458630281289412,0.850490376877993,0.31319044072599783,1,,500.0,
cytarabine,cvcl_2310,0.41496611427445484,0.12324258145036016,0.3131718694411364,1,800.0,500.0,300.0
tanespimycin,cvcl_0418,0.32958282629727953,0.530211108736405,0.313023924470444,1,3200.0,400.0,2800.0
vinblastine,cvcl_1216,0.32215782262060644,0.6277512574872102,0.31296430299372296,1,12500.0,1250.0,11250.0
vinblastine,cvcl_1216,0.32215782262060644,0.6277512574872102,0.31296430299372296,1,5500.0,1250.0,4250.0
azd8055,cvcl_a536,0.04462131803954961,0.375464630465841,0.3128934232242001,1,600.0,400.0,200.0
azd8055,cvcl_a536,0.04462131803954961,0.375464630465841,0.3128934232242001,1,500.0,400.0,100.0
bi2536,cvcl_1658,0.1113967601458491,0.4255331599370812,0.31289036146117344,1,,625.0,
obatoclaxmesylate,cvcl_1122,0.8229001227949828,0.5093446892161546,0.31277296596283,1,,625.0,
elesclomol,cvcl_0459,0.6462004095259618,0.25645884458654566,0.3127151825845183,1,700.0,75.0,625.0
daporinad,cvcl_1192,0.4718674628178593,0.785280680953635,0.31267733958449084,1,1800.0,400.0,1400.0
azd2014,cvcl_1619,0.5877375140981976,0.2854414269283815,0.3126081060825958,1,18000.0,625.0,17375.0
bms754807,cvcl_1204,0.5805652905699825,0.29247114681124087,0.31256309705321156,1,,325.0,
ibet762,cvcl_0379,0.6050303246356148,0.31350283260226386,0.3123110433431722,1,,1250.0,
bms754807,cvcl_iq55,0.4066350071448488,0.08690548588475999,0.3122762879436952,1,,625.0,
bi2536,cvcl_1619,0.24957499946050943,0.5640968946575267,0.312184691392013,1,,625.0,
bleomycin50um,cvcl_2315,0.46922585737513567,0.13758175157850916,0.3121283100196755,1,1000.0,625.0,375.0
sepantroniumbromide,cvcl_0326,0.4978484687992497,0.8126439414639846,0.31206916080228264,1,,200.0,
tw37,cvcl_1568,0.4958861094852425,0.19858599453647618,0.31196033831849257,1,11500.0,1500.0,10000.0
obatoclaxmesylate,cvcl_v001,0.5300749078167475,0.19828036041165054,0.31190144666756925,1,,500.0,
bleomycin50um,cvcl_1293,0.7176302310128683,0.4160180585183497,0.31188823356036555,1,2000.0,1250.0,750.0
bi2536,cvcl_1844,0.26405372972535246,0.5539102921167234,0.3118190300673271,1,,1000.0,
osi027,cvcl_0078,0.0020946805396391266,0.30204109567295667,0.3118184966932627,1,,625.0,
trametinib,cvcl_1546,0.8679819329773749,0.5510696672170432,0.3118176293878743,1,1800.0,300.0,1500.0
azd5438,cvcl_3002,0.34771718913443006,0.009238337244640071,0.3117891485561159,1,700.0,250.0,450.0
obatoclaxmesylate,cvcl_1386,0.12190625301426405,0.4302012070391328,0.31178164122017876,1,,462.5,
bi2536,cvcl_0425,0.05175692823717759,0.39633329204904144,0.3117369109340173,1,,625.0,
vx11e,cvcl_2124,0.34696667929018166,0.028442074513505333,0.3116371745187304,1,,3000.0,
bleomycin50um,cvcl_1524,0.38241970141190074,0.05078693009440738,0.3116369188116559,1,1600.0,500.0,1100.0
azd5438,cvcl_1050,0.5417513752047747,0.23022015059961465,0.3116225571915481,1,500.0,325.0,175.0
temsirolimus,cvcl_1713,0.5117873921253955,0.8193785092279263,0.311604560183377,1,20000.0,2500.0,17500.0
azd2014,cvcl_2195,0.6292483171551794,0.307454615050353,0.3115076913127387,1,400.0,325.0,75.0
vinblastine,cvcl_2661,0.6833146370332144,0.3583154813767877,0.3114374507203137,1,350.0,325.0,25.0
entinostat,cvcl_1522,0.047969749646097015,0.32696737045289526,0.3114296644048396,1,,625.0,
azd7762,cvcl_c173,0.720790144861349,0.33597940666322423,0.31133854964814717,1,500.0,300.0,200.0
gemcitabine,cvcl_1149,0.6265294008910355,0.930901451751682,0.3113168232183996,1,12500.0,625.0,11875.0
gemcitabine,cvcl_1149,0.6265294008910355,0.930901451751682,0.3113168232183996,1,,625.0,
dactolisib,cvcl_1122,0.4957036494186038,0.1663174581908543,0.3111903052104893,1,300.0,625.0,325.0
wee1inhibitor,cvcl_1426,0.027853104390033412,0.34194667623313435,0.31110402920000785,1,50000.0,325.0,49675.0
wee1inhibitor,cvcl_1426,0.027853104390033412,0.34194667623313435,0.31110402920000785,1,6250.0,325.0,5925.0
osi027,cvcl_1539,0.5920227836392711,0.2741902713955957,0.3110780332854968,1,,1000.0,
gemcitabine,cvcl_1181,0.5331238014669877,0.21307626274325953,0.31100476776115316,1,2400.0,500.0,1900.0
gemcitabine,cvcl_1181,0.5331238014669877,0.21307626274325953,0.31100476776115316,1,,500.0,
sepantroniumbromide,cvcl_1902,0.6614977348130574,0.9751199597630096,0.3109960667528344,1,,625.0,
azd8055,cvcl_1079,0.2074201392632622,0.5263070634433709,0.3109941064090066,1,20000.0,625.0,19375.0
tw37,cvcl_0548,0.424197949247887,0.13230570998539937,0.3109682816966223,1,1400.0,1000.0,400.0
bms536924,cvcl_1420,0.36415709543773467,0.035017362564274124,0.3109512278851415,1,2000.0,625.0,1375.0
bms536924,cvcl_1420,0.36415709543773467,0.035017362564274124,0.3109512278851415,1,1600.0,625.0,975.0
bms536924,cvcl_1420,0.36415709543773467,0.035017362564274124,0.3109512278851415,1,,625.0,
daporinad,cvcl_1215,0.9916354493666761,0.6753571847128131,0.31089724477905256,1,14000.0,1250.0,12750.0
vorinostat,cvcl_1289,0.45660208105289457,0.10365684064756697,0.3108495017588014,1,400.0,1250.0,850.0
azd5438,cvcl_0428,0.5696792504169892,0.22758511801589065,0.31074280732562226,1,700.0,300.0,400.0
bleomycin50um,cvcl_1529,0.2079850993917246,0.49850046532905024,0.3106342359653987,1,8000.0,1000.0,7000.0
tanespimycin,cvcl_0297,0.6105397671937594,0.27594998247991553,0.31058732292979974,1,100.0,150.0,50.0
tw37,cvcl_0324,0.43504803651996693,0.0831553956208827,0.3105568274484423,1,700.0,300.0,400.0
wee1inhibitor,cvcl_2218,0.25230342154664787,0.01823745191776427,0.3105523552591943,1,400.0,625.0,225.0
mg132,cvcl_1420,0.43538100585725137,0.16794877187087842,0.31049411195027926,1,,625.0,
vx11e,cvcl_1735,0.22508114964974446,0.013648654879894528,0.3103886252263661,1,,625.0,
vorinostat,cvcl_1096,0.4730378742103708,0.20077930034022473,0.31033343897382776,1,1000.0,400.0,600.0
luminespib,cvcl_1360,0.4880041696705886,0.1877226912901463,0.31013747495454747,1,,562.5,
azd4547,cvcl_1154,0.426861295428138,0.10629210449535931,0.3101361162746342,1,900.0,325.0,575.0
talazoparib,cvcl_1818,0.21047604085705518,0.5069417077371191,0.3100692677627684,1,12500.0,2000.0,10500.0
azd2014,cvcl_5880,0.5784150500267813,0.2493624114564449,0.31004811035503216,1,1000.0,325.0,675.0
azd1332,cvcl_1707,0.35744696023683287,0.04265876318770112,0.3100145578970418,1,500.0,250.0,250.0
obatoclaxmesylate,cvcl_1137,0.48573124080225194,0.14152001515656276,0.31000934350739795,1,,350.0,
tanespimycin,cvcl_1192,0.3938138550064275,0.12389439624590237,0.3099945031533316,1,400.0,400.0,0.0
vx11e,cvcl_1238,0.3259964851210524,0.061363066942787925,0.30997116013977477,1,,1750.0,
lestaurtinib,cvcl_1166,0.5489591768365929,0.2256996614920873,0.3099428212742289,1,400.0,200.0,200.0
foretinib,cvcl_2786,0.3917334973992751,0.07822016761554063,0.3099087944942848,1,,100.0,
azd2014,cvcl_1285,0.4060414665319576,0.09353274213160412,0.30989673161522474,1,500.0,300.0,200.0
cytarabine,cvcl_1320,0.16263414222201622,0.525458778334839,0.30988075777735963,1,20000.0,400.0,19600.0
cytarabine,cvcl_1320,0.16263414222201622,0.525458778334839,0.30988075777735963,1,3125.0,400.0,2725.0
tanespimycin,cvcl_1279,0.6753458189625707,0.33482720173353575,0.3098680664782529,1,200.0,150.0,50.0
bortezomib,cvcl_1241,0.5042463247445675,0.16548794582553417,0.3097688000313434,1,,300.0,
gemcitabine,cvcl_1051,0.6196216605424605,0.30521342191560186,0.3097427392896465,1,300.0,150.0,150.0
gemcitabine,cvcl_1051,0.6196216605424605,0.30521342191560186,0.3097427392896465,1,,150.0,
azd2014,cvcl_2787,0.5610430471097957,0.21477413959725145,0.3096882610557541,1,1600.0,400.0,1200.0
vinorelbine,cvcl_1369,0.41315594919270837,0.09923140928543905,0.3096761100280437,1,,1250.0,
foretinib,cvcl_1064,0.07754254865164367,0.5068644208463746,0.30960741766539474,1,,1500.0,
tozasertib,cvcl_1890,0.42223351751044436,0.7276028560593827,0.3095947650495427,1,,400.0,
obatoclaxmesylate,cvcl_1415,0.6564345482557266,0.3478053915441791,0.30958011908604777,1,,325.0,
obatoclaxmesylate,cvcl_1762,0.6644632326552902,0.33993919631816116,0.30956544567983063,1,,75.0,
gemcitabine,cvcl_1524,0.519473523838093,0.17824142093585205,0.30951253819355795,1,1600.0,500.0,1100.0
gemcitabine,cvcl_1524,0.519473523838093,0.17824142093585205,0.30951253819355795,1,,500.0,
jq1,cvcl_1851,0.5662369501270681,0.35184619293779973,0.3094251739567805,1,25000.0,1250.0,23750.0
tw37,cvcl_1670,0.3771840819924246,0.09709395443787283,0.30937300130248907,1,1200.0,625.0,575.0
cytarabine,cvcl_1409,0.10375276208999229,0.42760790267735493,0.30932134812054396,1,9000.0,3000.0,6000.0
5fluorouracil,cvcl_1124,0.4956682638901584,0.1451128952205375,0.30922928199660676,1,,1250.0,
eht1864,cvcl_1183,0.022019552184529,0.3370179902314514,0.30921571620090155,1,2500.0,1000.0,1500.0
alisertib,cvcl_2414,0.19994010429646847,0.5146172199192343,0.30921424823896204,1,,1250.0,
azd2014,cvcl_1113,0.5723353557845987,0.23000222726977515,0.3091881644750073,1,550.0,150.0,400.0
azd5438,cvcl_4996,0.462820824369342,0.1543139808432087,0.3091410397673629,1,1000.0,325.0,675.0
tanespimycin,cvcl_0397,0.5526189746931607,0.222515340952523,0.3090876831598973,1,1600.0,150.0,1450.0
bms754807,cvcl_0093,0.5575048090097404,0.1598443404703016,0.30907522345036914,1,,2500.0,
luminespib,cvcl_1655,0.23465525385457864,0.5785990875890883,0.3090544531868346,1,,150.0,
azd5438,cvcl_1091,0.5169262037971565,0.18807421012424108,0.30897388637939127,1,800.0,325.0,475.0
azd7762,cvcl_3156,0.4896277922669531,0.17977880571828375,0.30894313556305586,1,400.0,625.0,225.0
azd7762,cvcl_3156,0.4896277922669531,0.17977880571828375,0.30894313556305586,1,300.0,625.0,325.0
vinorelbine,cvcl_1338,0.56908622465074,0.2571287002947661,0.3089031524429803,1,,400.0,
bortezomib,cvcl_1093,0.36194283855766307,0.08281050492568709,0.3088707989820304,1,,325.0,
obatoclaxmesylate,cvcl_0318,0.9631128816464009,0.6375315710073836,0.3087749237742917,1,,325.0,
obatoclaxmesylate,cvcl_1286,0.70287998011899,0.368221213628098,0.3086969054276533,1,,625.0,
tanespimycin,cvcl_0445,0.36889774690869015,0.06803169978785228,0.30863934683770816,1,1200.0,625.0,575.0
dactolisib,cvcl_1415,0.686071524343402,0.35943451050291064,0.3086000699537875,1,1600.0,325.0,1275.0
bleomycin,cvcl_1304,0.6774450081047914,0.3800095262599614,0.3085941816989461,1,,325.0,
iap5620,cvcl_1650,0.6392715139378935,0.34758336500214815,0.308561628419606,1,20000.0,2500.0,17500.0
azd2014,cvcl_1254,0.674356770899247,0.3760238676986801,0.3085027811947319,1,7000.0,2000.0,5000.0
ruxolitinib,cvcl_2149,0.9018734187563191,0.5965750060666757,0.30847117636363314,1,,325.0,
obatoclaxmesylate,cvcl_0236,0.7798468150357809,0.47902615419092986,0.3084651430136724,1,,300.0,
osi027,cvcl_2319,0.5066653834624317,0.16184124699047397,0.3084559234786755,1,,1250.0,
bleomycin,cvcl_1371,0.7811600812644015,0.4734246017829933,0.308394931334354,1,,325.0,
azd8186,cvcl_1631,0.40698605724314907,0.10324732466498299,0.30834929154877533,1,12500.0,2500.0,10000.0
obatoclaxmesylate,cvcl_1567,0.6463585593231613,0.31815572878715537,0.3082825957409369,1,,1000.0,
cytarabine,cvcl_1072,0.037655092275934554,0.32952545938688993,0.308251428989136,1,15000.0,400.0,14600.0
bleomycin50um,cvcl_0153,0.5452788166125374,0.23734951410750726,0.3082478079108015,1,650.0,325.0,325.0
sn38,cvcl_1178,0.4915041355376073,0.7908809397174497,0.30824133971252127,1,50000.0,1500.0,48500.0
sn38,cvcl_1178,0.4915041355376073,0.7908809397174497,0.30824133971252127,1,12500.0,1500.0,11000.0
sn38,cvcl_1178,0.4915041355376073,0.7908809397174497,0.30824133971252127,1,10000.0,1500.0,8500.0
vinorelbine,cvcl_1668,0.22244008342884003,0.5416366654885408,0.30808760135171787,1,,325.0,
vorinostat,cvcl_1319,0.13269189033420115,0.4066512070055822,0.3080609041579129,1,25000.0,450.0,24550.0
vorinostat,cvcl_1319,0.13269189033420115,0.4066512070055822,0.3080609041579129,1,6250.0,450.0,5800.0
navitoclax,cvcl_0098,0.5038983496341265,0.11713142744715077,0.3080499914298185,1,25000.0,1250.0,23750.0
navitoclax,cvcl_0098,0.5038983496341265,0.11713142744715077,0.3080499914298185,1,3125.0,1250.0,1875.0
dactolisib,cvcl_1503,0.4540128610864784,0.1503483638321651,0.307993181640701,1,8000.0,1500.0,6500.0
azd2014,cvcl_3172,0.40860293834760497,0.08747489250416673,0.30794952279530796,1,900.0,325.0,575.0
azd2014,cvcl_1401,0.6174654521761409,0.2700930945142629,0.30793419796274224,1,1200.0,625.0,575.0
bms345541,cvcl_1412,0.13489452852917494,0.43508721965152386,0.3079159866367523,1,,1250.0,
vinorelbine,cvcl_1684,0.5555379210767283,0.2684805760126455,0.3079120032498201,1,,325.0,
foretinib,cvcl_1444,0.6047156151424251,0.2926504400574377,0.30790840780255446,1,,625.0,
tanespimycin,cvcl_c184,0.1659400463143902,0.4912936482175093,0.30787918214350485,1,2000.0,100.0,1900.0
bortezomib,cvcl_1689,0.5061041826221744,0.18640231517088068,0.30770624950251685,1,,300.0,
bi2536,cvcl_1317,0.08942788996179607,0.38259501538474894,0.3076455605572702,1,,325.0,
vinblastine,cvcl_1401,0.40446837307439354,0.09922951568647387,0.30763705813662395,1,1200.0,625.0,575.0
vinblastine,cvcl_1401,0.40446837307439354,0.09922951568647387,0.30763705813662395,1,200.0,625.0,425.0
tw37,cvcl_1691,0.4154939684466431,0.10416913636048808,0.307606863863184,1,200.0,150.0,50.0
trametinib,cvcl_0186,0.6100320527701121,0.3019157901150762,0.3074561977489557,1,800.0,625.0,175.0
vorinostat,cvcl_0459,0.578591971566333,0.25217797951052723,0.3074484967725654,1,700.0,75.0,625.0
dactolisib,cvcl_x487,0.5820261835455395,0.2371833149014797,0.3073941187869219,1,450.0,300.0,150.0
5fluorouracil,cvcl_1103,0.5199196453619257,0.19699539283244205,0.30734551299119006,1,,1250.0,
refametinib,cvcl_3004,0.5095024987008869,0.20649546736135715,0.30734534834009136,1,1500.0,400.0,1100.0
refametinib,cvcl_3004,0.5095024987008869,0.20649546736135715,0.30734534834009136,1,400.0,400.0,0.0
obatoclaxmesylate,cvcl_1235,0.7692630518455671,0.44390596020351114,0.3072082074385181,1,,350.0,
foretinib,cvcl_0037,0.5103603578271247,0.19358583573218013,0.3071058758110596,1,,150.0,
bms754807,cvcl_1073,0.17682841925158765,0.4981831248510433,0.30702692178629315,1,,900.0,
tw37,cvcl_1087,0.6269277268663479,0.31362494111930217,0.3070083896295321,1,6250.0,625.0,5625.0
azd5438,cvcl_1406,0.45241466718890233,0.15629373864796503,0.30699651108516474,1,500.0,1000.0,500.0
vinblastine,cvcl_1074,0.5545921990708476,0.27874102304017023,0.3069886916854844,1,1600.0,500.0,1100.0
vinblastine,cvcl_1074,0.5545921990708476,0.27874102304017023,0.3069886916854844,1,1500.0,500.0,1000.0
luminespib,cvcl_1058,0.480058962840877,0.2121562884292475,0.30697075767701615,1,,1000.0,
gemcitabine,cvcl_1890,0.5333208870003994,0.8687167494116856,0.3069604740856972,1,10000.0,400.0,9600.0
gemcitabine,cvcl_1890,0.5333208870003994,0.8687167494116856,0.3069604740856972,1,,400.0,
methotrexate,cvcl_0209,0.08046149283719628,0.3892054768461988,0.30694411263505317,1,9000.0,500.0,8500.0
tw37,cvcl_1771,0.41460037895540436,0.1030479078691302,0.3069379468482446,1,4000.0,625.0,3375.0
pd0325901,cvcl_1672,0.578424260703404,0.2601180843228633,0.3069277271981511,1,700.0,625.0,75.0
trametinib,cvcl_1403,0.667204380044465,0.35986787044007507,0.3069114482350417,1,1500.0,1000.0,500.0
azd8055,cvcl_0400,0.0570993743763899,0.3575009071443547,0.3068720564717534,1,800.0,200.0,600.0
cytarabine,cvcl_1641,0.25254330433001027,0.5980436138534294,0.3068271137742759,1,50000.0,1250.0,48750.0
cytarabine,cvcl_1641,0.25254330433001027,0.5980436138534294,0.3068271137742759,1,25000.0,1250.0,23750.0
daporinad,cvcl_8824,0.46005888770258385,0.6721161894658646,0.3067723049936037,1,1200.0,625.0,575.0
tanespimycin,cvcl_3167,0.6533021282789095,0.319900701422296,0.3067654297349351,1,400.0,250.0,150.0
sn38,cvcl_1682,0.3802541371919007,0.02118451788077469,0.3067352189568855,1,2000.0,1250.0,750.0
sn38,cvcl_1682,0.3802541371919007,0.02118451788077469,0.3067352189568855,1,1800.0,1250.0,550.0
gemcitabine,cvcl_0103,0.889974856975887,0.5612428876236819,0.30673192582134967,1,,3000.0,
pevonedistat,cvcl_1890,0.3596629846800792,0.6936515372361529,0.3066872479859224,1,10000.0,400.0,9600.0
selumetinib,cvcl_1420,0.6764217020870891,0.3628028218851288,0.3065979362904944,1,2000.0,625.0,1375.0
selumetinib,cvcl_1420,0.6764217020870891,0.3628028218851288,0.3065979362904944,1,1600.0,625.0,975.0
azd5438,cvcl_3168,0.3649458594897015,0.05898326920076313,0.3065851385532697,1,550.0,325.0,225.0
bms754807,cvcl_0126,0.29218782857414793,0.08303688206849202,0.30648335478466,1,,625.0,
mim1,cvcl_1327,0.1380510280771825,0.4927342377766051,0.30648257771646786,1,,1250.0,
trametinib,cvcl_1422,0.6677691027865136,0.3544515330261062,0.3064572261259361,1,15000.0,3000.0,12000.0
azd7762,cvcl_2673,0.4084576028884268,0.09293684540635516,0.3064247509672005,1,400.0,300.0,100.0
azd7762,cvcl_2673,0.4084576028884268,0.09293684540635516,0.3064247509672005,1,300.0,300.0,0.0
bi2536,cvcl_1380,0.43629556221657106,0.5990039662675377,0.30633166901614,1,,1500.0,
alisertib,cvcl_0379,0.7825180200583364,0.4193916416138982,0.30621352444291594,1,,1250.0,
jq1,cvcl_1076,0.5587749358494065,0.25339973190980236,0.306212021676263,1,,200.0,
talazoparib,cvcl_0132,0.6299083887447346,0.3152831063812651,0.30614459127887084,1,300.0,150.0,150.0
talazoparib,cvcl_0132,0.6299083887447346,0.3152831063812651,0.30614459127887084,1,275.0,150.0,125.0
talazoparib,cvcl_0132,0.6299083887447346,0.3152831063812651,0.30614459127887084,1,200.0,150.0,50.0
luminespib,cvcl_1050,0.5135958553635189,0.21646283165169455,0.30613361281275064,1,,325.0,
bortezomib,cvcl_0093,0.09749898468471374,0.4132941973791402,0.3060162568548248,1,,2500.0,
luminespib,cvcl_2761,0.6679692434556463,0.35286782708639186,0.30590854663877093,1,,200.0,
osi027,cvcl_1338,0.5228192378152061,0.1712831709714313,0.30586433758507986,1,,400.0,
tanespimycin,cvcl_1097,0.8436154964084154,0.5472324657510639,0.3058356634378843,1,1700.0,900.0,800.0
tanespimycin,cvcl_1097,0.8436154964084154,0.5472324657510639,0.3058356634378843,1,800.0,900.0,100.0
osi027,cvcl_0628,0.5947389895928418,0.21225271950780578,0.3057698332074125,1,,150.0,
obatoclaxmesylate,cvcl_1201,0.5724870598570515,0.2671701396476528,0.3057623886801943,1,,1250.0,
azd5438,cvcl_1243,0.4297424760535199,0.12120726790563574,0.30575790170135086,1,3125.0,900.0,2225.0
azd2014,cvcl_1125,0.5615497918515389,0.19580780082847993,0.3057255260097851,1,2000.0,625.0,1375.0
azd4547,cvcl_u996,0.6693483737479157,0.3431954485171298,0.3056864235295981,1,1800.0,325.0,1475.0
5fluorouracil,cvcl_1712,0.4347003464721264,0.09971287873764556,0.305685510733231,1,,1500.0,
gsk269962a,cvcl_8823,0.22135186506480442,0.5069705427201143,0.3056335129235003,1,5000.0,625.0,4375.0
gsk269962a,cvcl_8823,0.22135186506480442,0.5069705427201143,0.3056335129235003,1,,625.0,
talazoparib,cvcl_0363,0.33559773669960613,0.6293222405040944,0.30551853967598547,1,800.0,625.0,175.0
foretinib,cvcl_1086,0.38102140261746775,0.05890149233752073,0.3053462439060827,1,,625.0,
vinblastine,cvcl_1631,0.38762967892979827,0.6837082931397654,0.30522423824515854,1,50000.0,2500.0,47500.0
vinblastine,cvcl_1631,0.38762967892979827,0.6837082931397654,0.30522423824515854,1,25000.0,2500.0,22500.0
azd2014,cvcl_1496,0.6699091123958806,0.36006553436102984,0.3051930859499598,1,1400.0,325.0,1075.0
elesclomol,cvcl_3532,0.5535296010526134,0.24543848241563626,0.30514304369110845,1,12500.0,3000.0,9500.0
azd2014,cvcl_1231,0.6076666420596128,0.3137087978072085,0.30512984040542396,1,400.0,300.0,100.0
sepantroniumbromide,cvcl_3935,0.7944572491042835,0.4913957021355724,0.3051152706099135,1,,400.0,
obatoclaxmesylate,cvcl_1795,0.6813342790492701,0.3435241554125398,0.3050523092874439,1,,325.0,
luminespib,cvcl_1773,0.49799337858168957,0.16157491756857467,0.3049956878445069,1,,300.0,
foretinib,cvcl_1308,0.387855449477855,0.08306994231666665,0.3049729988254169,1,,250.0,
obatoclaxmesylate,cvcl_1045,0.6662932990340158,0.34460269809327737,0.3049602526532621,1,,625.0,
5fluorouracil,cvcl_2092,0.5856675300751892,0.2512846409013413,0.30495669364437333,1,,450.0,
osi027,cvcl_1398,0.6692339706725585,0.33847375887362685,0.30493968169973795,1,,600.0,
jq1,cvcl_1683,0.10934162867965336,0.4074937050480041,0.3048282593852097,1,,325.0,
bms536924,cvcl_1692,0.3778791431270345,0.06597274452436253,0.3047818813985559,1,1600.0,325.0,1275.0
bms536924,cvcl_1692,0.3778791431270345,0.06597274452436253,0.3047818813985559,1,,325.0,
bleomycin,cvcl_1562,0.03052730491108191,0.31992542977677463,0.30477923954463676,1,,300.0,
osi027,cvcl_1627,0.4676485479307332,0.14367967546610716,0.3047539802388825,1,,625.0,
bortezomib,cvcl_1793,0.11745469309647905,0.41200239644130954,0.30473235107839913,1,,400.0,
azd2014,cvcl_3160,0.5847183807947722,0.2844914712552681,0.30470669363776415,1,800.0,500.0,300.0
yk4279,cvcl_1608,0.39846898104122486,0.06736020477368365,0.3046779307516759,1,600.0,625.0,25.0
vorinostat,cvcl_c171,0.47046284796206916,0.14043017515322254,0.30464874116769736,1,500.0,250.0,250.0
azd8055,cvcl_1208,0.13095167017971754,0.38414962417414145,0.3046187994861777,1,3000.0,625.0,2375.0
azd8055,cvcl_1208,0.13095167017971754,0.38414962417414145,0.3046187994861777,1,,625.0,
vinorelbine,cvcl_0525,0.47377250538172033,0.16243925987638363,0.3045575753675471,1,,200.0,
osi027,cvcl_1064,1.448316916397019e-07,0.48127807061811356,0.3045346548380942,1,,1500.0,
navitoclax,cvcl_1286,0.07372026433230894,0.4063171429735053,0.30451738640747356,1,400.0,625.0,225.0
azd5438,cvcl_1628,0.5251669788488882,0.2261049440410594,0.30451016974600453,1,700.0,300.0,400.0
obatoclaxmesylate,cvcl_1614,0.7303445234526849,0.4231245326116957,0.3044203200856565,1,,1250.0,
sepantroniumbromide,cvcl_1424,0.6300633194431566,0.9293389735012478,0.30441194040438896,1,,1250.0,
daporinad,cvcl_0366,0.32184000168110083,0.5893654871144062,0.3044039123634494,1,700.0,200.0,500.0
docetaxel,cvcl_3302,0.13257251888392463,0.4497244191738403,0.3042986595361032,1,25000.0,1500.0,23500.0
docetaxel,cvcl_0253,0.15553238488359,0.07947769018260575,0.30428524886553504,1,2000.0,1500.0,500.0
alisertib,cvcl_1081,0.32086854385586283,0.6708591243832984,0.3042637965167466,1,,625.0,
navitoclax,cvcl_1146,0.470530302417437,0.17782500639441468,0.3042387871042075,1,50000.0,1250.0,48750.0
navitoclax,cvcl_1146,0.470530302417437,0.17782500639441468,0.3042387871042075,1,6250.0,1250.0,5000.0
bleomycin,cvcl_1067,0.6646792239735655,0.3484250355560903,0.30421803899765687,1,,200.0,
azd5582,cvcl_2091,0.536436152247334,0.8258484803573422,0.30419355343924437,1,3500.0,625.0,2875.0
azd8055,cvcl_1050,0.046960323044962116,0.4109788432808372,0.30417866117476156,1,800.0,325.0,475.0
bortezomib,cvcl_1697,0.5209570406868034,0.18824818688720957,0.30410306149075667,1,,325.0,
gemcitabine,cvcl_1266,0.49547373036842335,0.22597996428970724,0.30410094799090953,1,3750.0,400.0,3350.0
gemcitabine,cvcl_1266,0.49547373036842335,0.22597996428970724,0.30410094799090953,1,,400.0,
cytarabine,cvcl_1619,0.1652011746064973,0.4644678295974569,0.303906638793805,1,25000.0,625.0,24375.0
cytarabine,cvcl_1619,0.1652011746064973,0.4644678295974569,0.303906638793805,1,12500.0,625.0,11875.0
linsitinib,cvcl_1762,0.34241178735886724,0.014158517664333625,0.3038904080653644,1,,75.0,
dactolisib,cvcl_1670,0.48130085425988733,0.18269045080953084,0.30382975664305406,1,400.0,625.0,225.0
azd7762,cvcl_0069,0.5968843482552777,0.2990415683292318,0.3038131644639421,1,1600.0,500.0,1100.0
azd7762,cvcl_0069,0.5968843482552777,0.2990415683292318,0.3038131644639421,1,800.0,500.0,300.0
pd0325901,cvcl_x483,0.3705314502430692,0.06410278496532129,0.30380631073367137,1,1600.0,325.0,1275.0
foretinib,cvcl_1050,0.3560921284320885,0.052460090864013376,0.3038043583720353,1,,325.0,
navitoclax,cvcl_1797,0.36827670485286834,0.004581208253495617,0.30379612269450024,1,25000.0,400.0,24600.0
navitoclax,cvcl_1797,0.36827670485286834,0.004581208253495617,0.30379612269450024,1,6250.0,400.0,5850.0
azd2014,cvcl_2194,0.5191452821626186,0.17717883155090575,0.30376990380751306,1,600.0,400.0,200.0
