drug,cell_line,auc_ccle,auc_gdsc,ABC,cluster,SEEDING_DENSITY,density_ccle,density_diff
topotecan,cvcl_1476,0.4113145348463484,0.14826303352548886,0.23427305032493834,2,1000.0,250,750.0
pd0325901,cvcl_1097,0.4451216876641527,0.683383218712178,0.2331642128790839,2,762.5,250,512.5
lapatinib,cvcl_1485,0.43322160007331445,0.31166236292496075,0.2327315726141176,2,625.0,250,375.0
paclitaxel,cvcl_1715,0.6250297022182583,0.3827380959558593,0.23159066557492494,2,300.0,250,50.0
palbociclib,cvcl_0079,0.2842310320838515,0.42587910395397177,0.23105348608151557,2,625.0,250,375.0
topotecan,cvcl_1453,0.6945283525413495,0.4409667927273546,0.23088674910099868,2,2500.0,250,2250.0
selumetinib,cvcl_1385,0.5123569757258344,0.34646927051668064,0.23045210880804198,2,350.0,250,100.0
irinotecan,cvcl_1311,0.2873747356336168,0.039876458591806774,0.23015649945650254,2,625.0,250,375.0
erlotinib,cvcl_1759,0.06877190354195051,0.25460334208881286,0.22994107427404598,2,300.0,250,50.0
topotecan,cvcl_1053,0.4308068411253464,0.20339431985941392,0.22973840725543349,2,325.0,250,75.0
pd0325901,cvcl_1655,0.14625283415660428,0.3214241712535766,0.22711211192654673,2,150.0,250,100.0
irinotecan,cvcl_0131,0.2978056234971971,0.11171067742431562,0.2260514688462153,2,150.0,250,100.0
irinotecan,cvcl_1783,0.34469367732731815,0.12051610146319913,0.22603957329075225,2,325.0,250,75.0
paclitaxel,cvcl_2057,0.4604703659247251,0.6598804204089634,0.22575998500449282,2,625.0,250,375.0
selumetinib,cvcl_2218,0.44461137418721,0.21581121535075698,0.22557536312796844,2,625.0,250,375.0
paclitaxel,cvcl_1625,0.24772253550515166,0.05703920677049101,0.2253882614605602,2,1250.0,250,1000.0
irinotecan,cvcl_0844,0.3295013576093927,0.12277505032031,0.22524350715218527,2,150.0,250,100.0
topotecan,cvcl_1218,0.3053165084199322,0.5035141040860487,0.22494429137749097,2,150.0,250,100.0
crizotinib,cvcl_1529,0.01083831347377362,0.175297947967889,0.2248987646050938,2,1000.0,250,750.0
paclitaxel,cvcl_8787,0.5362796128774714,0.30366037444109106,0.22466825895728174,2,150.0,250,100.0
irinotecan,cvcl_0425,0.36526800482181065,0.13023301750143645,0.22455213945714883,2,625.0,250,375.0
lapatinib,cvcl_1763,0.2790866222326883,0.35716975289709874,0.2239010701687027,2,312.0,250,62.0
irinotecan,cvcl_2213,0.4661897681745032,0.2600340219792958,0.22351124896456062,2,400.0,250,150.0
pd0325901,cvcl_0527,0.5904718533841167,0.373190883468167,0.2233698239658878,2,387.5,250,137.5
nilotinib,cvcl_1196,0.7695436734420162,0.5473388710284601,0.22256445392137197,2,1500.0,250,1250.0
paclitaxel,cvcl_3532,0.39923721320150907,0.42949582547865006,0.22161480449651733,2,3000.0,250,2750.0
selumetinib,cvcl_3172,0.35073932410025,0.12063123132808651,0.2215480271849998,2,325.0,250,75.0
pd0325901,cvcl_1402,0.6218835108767259,0.47479058508059124,0.22134498343637546,2,300.0,250,50.0
crizotinib,cvcl_0425,0.15837760292408176,0.3259253461573728,0.22134176260917565,2,625.0,250,375.0
paclitaxel,cvcl_1171,0.5030701992353983,0.6376562069372698,0.22101864428261309,2,150.0,250,100.0
topotecan,cvcl_3768,0.3492605785208355,0.13338727096025627,0.22081531165335444,2,625.0,250,375.0
topotecan,cvcl_0079,0.6435814364755199,0.42063125210883257,0.22067864213840713,2,625.0,250,375.0
topotecan,cvcl_3156,0.33277391464291906,0.10484902147813802,0.22038522844879033,2,625.0,250,375.0
topotecan,cvcl_1411,0.6894513719386897,0.45443328590163923,0.21927908027765175,2,875.0,250,625.0
nutlin3,cvcl_1619,0.07052803165013666,0.25721411027180197,0.21898109555593065,2,,250,
topotecan,cvcl_0012,0.1796908692764686,0.05695577057746182,0.2185679794517418,2,2500.0,250,2250.0
erlotinib,cvcl_1170,0.03676930126686628,0.12396587170200368,0.21844561171006138,2,200.0,250,50.0
lapatinib,cvcl_1661,0.5714889274110064,0.4077083025068101,0.21812662968658028,2,625.0,250,375.0
paclitaxel,cvcl_0554,0.48761796584868455,0.22848842237803846,0.21653698759517065,2,625.0,250,375.0
lapatinib,cvcl_1050,0.3131409645130976,0.09888857418912556,0.21569793010400257,2,325.0,250,75.0
paclitaxel,cvcl_1349,0.8800518975585485,0.6650167163930032,0.21503538856323623,2,300.0,250,50.0
selumetinib,cvcl_1700,0.44364116472307435,0.24543219609565203,0.21478752827132963,2,625.0,250,375.0
selumetinib,cvcl_1717,0.47993493732026293,0.2492535125840587,0.21454728904176146,2,625.0,250,375.0
topotecan,cvcl_0186,0.35306163347370256,0.12113483784491164,0.2136422900365813,2,625.0,250,375.0
topotecan,cvcl_1220,0.3021700565601432,0.06794210020429892,0.21360849581698232,2,625.0,250,375.0
paclitaxel,cvcl_2060,0.2843209039613259,0.45184451979353046,0.21316604340615944,2,150.0,250,100.0
lapatinib,cvcl_0630,0.32474060850824027,0.16142937726691153,0.21296486577488646,2,500.0,250,250.0
topotecan,cvcl_1179,0.34286853908247994,0.5759394993399364,0.21223941684793723,2,1250.0,250,1000.0
lapatinib,cvcl_1114,0.3055417354540749,0.051426769614875356,0.2120535645776499,2,400.0,250,150.0
topotecan,cvcl_1716,0.4085370967191201,0.18487413258140695,0.21169443241194405,2,325.0,250,75.0
irinotecan,cvcl_1781,0.26098571826984107,0.06469022553794301,0.21105945791538702,2,625.0,250,375.0
paclitaxel,cvcl_1052,0.7585147677624671,0.5480419541811528,0.2105403590235603,2,75.0,250,175.0
topotecan,cvcl_1221,0.4641926826749656,0.31916018372854427,0.21045086379130107,2,325.0,250,75.0
paclitaxel,cvcl_1700,0.3955065807114414,0.17954590791191427,0.21033777798013753,2,625.0,250,375.0
paclitaxel,cvcl_1805,0.6025746135497323,0.3929924268696239,0.20993207899392316,2,1250.0,250,1000.0
selumetinib,cvcl_0527,0.4285093624879631,0.2798325543806043,0.2092850161966911,2,387.5,250,137.5
paclitaxel,cvcl_0379,0.6976782709536024,0.4892779248404123,0.20879405748201174,2,1250.0,250,1000.0
nilotinib,cvcl_0600,0.014216992800003214,0.10350402327963404,0.20878368967167701,2,150.0,250,100.0
paclitaxel,cvcl_1074,0.8027795346732364,0.5901566382034559,0.20862417506729644,2,500.0,250,250.0
erlotinib,cvcl_1355,0.1417991721681725,0.2719793194930832,0.20847224132061087,2,500.0,250,250.0
crizotinib,cvcl_1630,0.06852159504963062,0.20047690451963163,0.20702475364739337,2,800.0,250,550.0
topotecan,cvcl_3117,0.37397811517084656,0.14965524628299465,0.20684620938387724,2,300.0,250,50.0
paclitaxel,cvcl_1714,0.29502539735128386,0.037778411889349606,0.2065949267140133,2,625.0,250,375.0
paclitaxel,cvcl_1114,0.5797773737818231,0.36301141046788643,0.20576062374246115,2,400.0,250,150.0
paclitaxel,cvcl_0426,0.5197762605598545,0.31546197925872244,0.20478174340402136,2,200.0,250,50.0
topotecan,cvcl_1529,0.4399364193260197,0.21223999392221726,0.204444860127276,2,1000.0,250,750.0
topotecan,cvcl_1639,0.33412586582633275,0.149186234562932,0.20387880639601427,2,400.0,250,150.0
paclitaxel,cvcl_1402,0.45187545176211763,0.23467027648858996,0.20379299861609856,2,300.0,250,50.0
paclitaxel,cvcl_0505,0.6189003259753407,0.41655380782334606,0.20280398157418297,2,1250.0,250,1000.0
paclitaxel,cvcl_3517,0.626709653063711,0.4172647502475506,0.20274339120846074,2,325.0,250,75.0
selumetinib,cvcl_0547,0.5707955000220326,0.37067419209724584,0.2027003447066912,2,325.0,250,75.0
erlotinib,cvcl_1400,0.07678568816922093,0.16226323805831067,0.20141157072780977,2,625.0,250,375.0
erlotinib,cvcl_1105,0.3501829448851693,0.18287270214913132,0.20048149033640006,2,150.0,250,100.0
paclitaxel,cvcl_1247,0.6131573623916926,0.4145490208885423,0.19972929638617662,2,3000.0,250,2750.0
lapatinib,cvcl_1259,0.33080932461016355,0.07858088861201096,0.19944043372899595,2,1000.0,250,750.0
paclitaxel,cvcl_3002,0.5753496555779413,0.35739436639691347,0.19936596596341552,2,250.0,250,0.0
topotecan,cvcl_1060,0.46871590048372536,0.2633231159879935,0.19922957503298264,2,300.0,250,50.0
pd0325901,cvcl_0320,0.6438494516090343,0.44928092894109106,0.1989327904219342,2,200.0,250,50.0
nutlin3,cvcl_3084,0.05149125832323631,0.2154870339104289,0.19891583457299564,2,,250,
topotecan,cvcl_0434,0.486849353868656,0.32511896142257757,0.19882487388087572,2,250.0,250,0.0
lapatinib,cvcl_2989,0.06935289406695755,0.11500042491480034,0.1977981468980826,2,300.0,250,50.0
topotecan,cvcl_2206,0.4786167095502877,0.29299159280508147,0.19743732660713165,2,1500.0,250,1250.0
erlotinib,cvcl_1587,0.05447428644648,0.20417871876759053,0.19717674392208454,2,625.0,250,375.0
paclitaxel,cvcl_0126,0.7081652784321175,0.5110461640310472,0.19712220051626958,2,625.0,250,375.0
paclitaxel,cvcl_0179,0.4330808948203274,0.20946119968580756,0.19685084878311054,2,1250.0,250,1000.0
nilotinib,cvcl_1036,0.05598895333765397,0.1210823975391393,0.19614459764519948,2,300.0,250,50.0
plx4720,cvcl_0186,0.12104591807127085,0.05533549954097117,0.19602594457418793,2,,250,
crizotinib,cvcl_0379,0.18376968697942753,0.3665836767296148,0.19596685054440816,2,1250.0,250,1000.0
erlotinib,cvcl_1304,0.08999672226713851,0.27825778502115095,0.19524584859732774,2,325.0,250,75.0
nilotinib,cvcl_1629,0.015644228407327487,0.06605223845783148,0.1952107761396549,2,200.0,250,50.0
paclitaxel,cvcl_1690,0.3963055673048037,0.19270005047362937,0.19498817460513587,2,150.0,250,100.0
paclitaxel,cvcl_1345,0.35802105089196656,0.1544956052742048,0.19467618517009927,2,1000.0,250,750.0
topotecan,cvcl_3613,0.3918422451984611,0.1929646137333202,0.1937777213137376,2,200.0,250,50.0
topotecan,cvcl_1427,0.30314655278231983,0.11366667876273273,0.19339365818315735,2,300.0,250,50.0
lapatinib,cvcl_6831,0.45197249129153116,0.28295535987173037,0.19324516517760595,2,300.0,250,50.0
topotecan,cvcl_1404,0.4529346684792118,0.24768920713950293,0.19280731801081713,2,625.0,250,375.0
lapatinib,cvcl_1531,0.19635417052383974,0.03984959415307232,0.19250919372891626,2,150.0,250,100.0
nilotinib,cvcl_0539,0.1750528900699777,0.25263932683861057,0.19233071488503622,2,500.0,250,250.0
paclitaxel,cvcl_1424,0.5815754845600554,0.5799323090082299,0.1917473849619928,2,1250.0,250,1000.0
palbociclib,cvcl_1084,0.032731278205440306,0.07269671685355272,0.19161043246340048,2,150.0,250,100.0
topotecan,cvcl_3152,0.33702312816658375,0.15857027674246205,0.19149312207248073,2,400.0,250,150.0
paclitaxel,cvcl_1231,0.12642393440273902,0.39000235625887747,0.19047001658874704,2,300.0,250,50.0
crizotinib,cvcl_1357,0.25770700004123315,0.06401578143244646,0.19042811904794812,2,1250.0,250,1000.0
paclitaxel,cvcl_1482,0.6752170937519129,0.48760824157446214,0.18969324011664115,2,400.0,250,150.0
lapatinib,cvcl_1347,0.36401621168799714,0.16580601397095174,0.1892635886334211,2,325.0,250,75.0
paclitaxel,cvcl_1323,0.5015964205537529,0.2841204473264948,0.18903128395013025,2,325.0,250,75.0
paclitaxel,cvcl_1535,0.6612516880019128,0.4724959046992182,0.18899024019736693,2,400.0,250,150.0
topotecan,cvcl_1701,0.4137419401837753,0.42314890842010866,0.18862205022804293,2,150.0,250,100.0
paclitaxel,cvcl_0623,0.3678654690356179,0.2386172097717616,0.1875482368235598,2,400.0,250,150.0
topotecan,cvcl_0291,0.34157020202594157,0.21457351018138682,0.1873354146876761,2,125.0,250,125.0
topotecan,cvcl_1495,0.11465007122635129,0.2797256558386326,0.18704829706080198,2,300.0,250,50.0
erlotinib,cvcl_1761,0.3328864115013799,0.2901969563323532,0.1869673551655167,2,100.0,250,150.0
paclitaxel,cvcl_0069,1.2559621744845373e-05,0.04761710057495838,0.18686779624945715,2,500.0,250,250.0
nilotinib,cvcl_0031,0.08905850129441373,0.04547549953260077,0.18650272344997632,2,475.0,250,225.0
paclitaxel,cvcl_0134,0.7475497614890103,0.5573504991346689,0.18591300418690568,2,250.0,250,0.0
paclitaxel,cvcl_1632,0.2704961970577765,0.1321956638247308,0.1857651720864525,2,1250.0,250,1000.0
selumetinib,cvcl_1485,0.4826371762493561,0.3093905698454472,0.18575373561324574,2,625.0,250,375.0
topotecan,cvcl_1084,0.3288061950440536,0.3010051734890822,0.18511997573753636,2,150.0,250,100.0
topotecan,cvcl_1320,0.7293002522132718,0.5079042342635324,0.1846908241859411,2,400.0,250,150.0
palbociclib,cvcl_1630,0.2216989306573215,0.31839151502703145,0.18417689478205773,2,800.0,250,550.0
palbociclib,cvcl_0270,0.1596956165214921,0.31449117933731763,0.1839236978005023,2,300.0,250,50.0
topotecan,cvcl_1087,0.40035811284713285,0.5137529182337851,0.1838484973538598,2,625.0,250,375.0
lapatinib,cvcl_1304,0.15135649843558074,0.3134447294039915,0.18351280067287837,2,325.0,250,75.0
erlotinib,cvcl_2063,0.5331611605123476,0.5317900060412463,0.18284986237348982,2,325.0,250,75.0
pd0325901,cvcl_0042,0.012883759176745557,0.15261897787598877,0.18271950853022487,2,625.0,250,375.0
lapatinib,cvcl_1171,0.06282582752126664,0.10716040038311647,0.18226223044548814,2,150.0,250,100.0
paclitaxel,cvcl_1381,0.44178093037267163,0.3278243707061782,0.18224204278681755,2,150.0,250,100.0
crizotinib,cvcl_1320,0.08500590529764251,0.20535159598026786,0.18207297213838503,2,400.0,250,150.0
irinotecan,cvcl_0324,0.27092249573535176,0.07117884593348667,0.1820306698276194,2,300.0,250,50.0
paclitaxel,cvcl_1092,0.6642121142394233,0.46546583044009904,0.18195688475296995,2,625.0,250,375.0
lapatinib,cvcl_1682,0.20024148464930636,0.033546128945553866,0.18171877039581386,2,1250.0,250,1000.0
pd0325901,cvcl_0039,0.6465806503104453,0.4528397200051183,0.18149473716801087,2,150.0,250,100.0
topotecan,cvcl_1524,0.38060102598188617,0.24392859917559073,0.18132314785247342,2,500.0,250,250.0
paclitaxel,cvcl_1644,0.5094234547091028,0.3272787702268284,0.18122408166317497,2,625.0,250,375.0
erlotinib,cvcl_2873,0.12674455332319567,0.2342654065994283,0.18079813327411146,2,300.0,250,50.0
sorafenib,cvcl_1690,0.007110241798218175,0.0870479232519068,0.18042772599478998,2,150.0,250,100.0
crizotinib,cvcl_0471,0.3607449395935143,0.17866307054426445,0.1803792841033811,2,300.0,250,50.0
lapatinib,cvcl_1348,0.07518740916914357,0.1728612293771994,0.17978363555514873,2,100.0,250,150.0
erlotinib,cvcl_1138,0.11939512368722516,0.27152726262474325,0.17977317226146208,2,625.0,250,375.0
paclitaxel,cvcl_1221,0.5936964015576676,0.41419168580435806,0.17946245830573612,2,325.0,250,75.0
topotecan,cvcl_8787,0.3938430147072105,0.22000107910435773,0.17935760844773607,2,150.0,250,100.0
paclitaxel,cvcl_0539,0.7712955966462407,0.6473601772764185,0.17911501718290637,2,500.0,250,250.0
crizotinib,cvcl_1790,0.18065003957721093,0.005410888815034154,0.17896422871384413,2,625.0,250,375.0
crizotinib,cvcl_0434,0.4646601063989675,0.48268952070825066,0.17866600597008256,2,250.0,250,0.0
paclitaxel,cvcl_1616,0.5843981061695414,0.751964319545164,0.17838290010049448,2,150.0,250,100.0
paclitaxel,cvcl_1299,0.4271785427371577,0.23149553588575056,0.17826662181096592,2,625.0,250,375.0
paclitaxel,cvcl_2213,0.5591023123543263,0.7268201304524965,0.17746362032588456,2,400.0,250,150.0
paclitaxel,cvcl_1707,0.1836713857905099,0.13121697975857582,0.17735076546605283,2,250.0,250,0.0
paclitaxel,cvcl_1105,0.6044345704541713,0.43036118662041,0.17732811650158462,2,150.0,250,100.0
topotecan,cvcl_1196,0.5988129187004003,0.41804580151912796,0.17728318831475764,2,1500.0,250,1250.0
topotecan,cvcl_1561,0.26685419112938846,0.1221889916656348,0.1770915168034105,2,500.0,250,250.0
lapatinib,cvcl_1349,0.30542899423160474,0.13546144017147632,0.17668278447907068,2,300.0,250,50.0
topotecan,cvcl_0036,0.19723178061869373,0.3415594839564572,0.1759310808139109,2,325.0,250,75.0
topotecan,cvcl_3084,0.3628547206312821,0.18826260045339205,0.17556942330726374,2,625.0,250,375.0
paclitaxel,cvcl_1529,0.5407728029262038,0.6481344376416757,0.17462741444485644,2,1000.0,250,750.0
topotecan,cvcl_0178,0.2095197008614179,0.009694625086333453,0.17449120271686966,2,1250.0,250,1000.0
topotecan,cvcl_0029,0.24808289466685896,0.06091595015416218,0.17423148676063774,2,625.0,250,375.0
topotecan,cvcl_1385,0.26116846776504477,0.10874891576068091,0.17387306044515446,2,350.0,250,100.0
lapatinib,cvcl_2873,0.2778358734239851,0.44242817066681306,0.1737130030727711,2,300.0,250,50.0
crizotinib,cvcl_1635,0.12401910260381233,0.0030374257689148587,0.17362146982867827,2,900.0,250,650.0
selumetinib,cvcl_1125,0.7884898561333666,0.6237006761868485,0.17317487823885253,2,625.0,250,375.0
paclitaxel,cvcl_0532,0.5312864732122324,0.3617173122327717,0.17307817846955031,2,400.0,250,150.0
lapatinib,cvcl_1249,0.11980171745313617,0.04297317830218195,0.17198319672364934,2,800.0,250,550.0
selumetinib,cvcl_1780,0.6266206717775037,0.45802276527930175,0.17144187666365765,2,112.5,250,137.5
selumetinib,cvcl_1097,0.2986743329810003,0.4437089622112884,0.1710858300628242,2,762.5,250,512.5
irinotecan,cvcl_0378,0.2249039193468153,0.04529354468364022,0.17080612339206439,2,325.0,250,75.0
selumetinib,cvcl_1620,0.23581236333648226,0.11757128586636223,0.1706063918184078,2,3750.0,250,3500.0
paclitaxel,cvcl_2206,0.8807131296506,0.71257053461105,0.17009738481448247,2,1500.0,250,1250.0
selumetinib,cvcl_1096,0.24322384916828232,0.09025030055456362,0.16932606150379942,2,400.0,250,150.0
lapatinib,cvcl_1553,0.12782537812659356,0.062066207081977964,0.16904072986709867,2,200.0,250,50.0
paclitaxel,cvcl_0553,0.4288478732214761,0.2531748947475384,0.1688561452545861,2,400.0,250,150.0
selumetinib,cvcl_0334,0.4480048824426779,0.28538640137057036,0.16876766636060966,2,325.0,250,75.0
irinotecan,cvcl_3002,0.18846009564717592,0.017102011864348676,0.16816469989311716,2,250.0,250,0.0
lapatinib,cvcl_0031,0.27527663411802084,0.05079911110447466,0.16780403268238958,2,475.0,250,225.0
topotecan,cvcl_1229,0.5227941153478091,0.3751906530113617,0.16751082181558827,2,625.0,250,375.0
topotecan,cvcl_1323,0.30764066472012686,0.10010697091453125,0.16739889301020852,2,325.0,250,75.0
irinotecan,cvcl_0022,0.2602652641126235,0.08289343707677876,0.16735530737457938,2,400.0,250,150.0
lapatinib,cvcl_2063,0.10852064462264521,0.1929380228802402,0.16732178835052153,2,325.0,250,75.0
lapatinib,cvcl_1356,0.22586620604151608,0.024895724313397705,0.16718254863920523,2,1250.0,250,1000.0
topotecan,cvcl_1045,0.42661248396069307,0.31974654625311993,0.1661192720176116,2,625.0,250,375.0
topotecan,cvcl_1714,0.5086566537452453,0.41836250436206046,0.16561033060617084,2,625.0,250,375.0
selumetinib,cvcl_1559,0.3900133978546906,0.22134441419269457,0.1652738566858998,2,325.0,250,75.0
paclitaxel,cvcl_0029,0.39952796355790066,0.22512106465707027,0.16482216812446476,2,500.0,250,250.0
topotecan,cvcl_3881,0.2549170984138307,0.0785432749613737,0.1646354081489047,2,1250.0,250,1000.0
topotecan,cvcl_1114,0.318875808585528,0.13821206645548967,0.16436598980784375,2,400.0,250,150.0
sorafenib,cvcl_1490,0.18659017406256384,0.3451910484139892,0.1643092999915026,2,625.0,250,375.0
topotecan,cvcl_1624,0.4055896153644414,0.23864290903649643,0.16428771862469838,2,150.0,250,100.0
crizotinib,cvcl_0292,0.006688736963125108,0.07867252715889361,0.16409780910216967,2,150.0,250,100.0
topotecan,cvcl_0627,0.5881312120651668,0.7040751369685382,0.1640031330204877,2,625.0,250,375.0
crizotinib,cvcl_2124,0.13216374648158669,0.20689267646000498,0.16398093847072953,2,3000.0,250,2750.0
paclitaxel,cvcl_1324,0.5071709118279271,0.38698110608656877,0.1638743435750388,2,625.0,250,375.0
topotecan,cvcl_1300,0.4499003500307027,0.36610430855654874,0.16353128751668067,2,1000.0,250,750.0
crizotinib,cvcl_1227,0.08366723382237906,0.003274640541932383,0.16342925522995325,2,625.0,250,375.0
sorafenib,cvcl_3004,0.007986970039744468,0.0486727144832243,0.16339742385333483,2,400.0,250,150.0
lapatinib,cvcl_0419,0.23275837578310776,0.1275104982505243,0.16306047117517414,2,400.0,250,150.0
topotecan,cvcl_0547,0.43078524466636614,0.3005508948081681,0.16298797038495536,2,325.0,250,75.0
topotecan,cvcl_1311,0.36486279872276794,0.3616021823955521,0.16274660216374812,2,625.0,250,375.0
paclitaxel,cvcl_2788,2.058892912981669e-05,0.27023944377758824,0.1626089411623456,2,325.0,250,75.0
paclitaxel,cvcl_0504,0.5324749411656939,0.37302766339967164,0.16251720599500055,2,200.0,250,50.0
topotecan,cvcl_1171,0.058435539502215805,0.24534460706642847,0.16203168156989636,2,150.0,250,100.0
lapatinib,cvcl_1694,0.012326890921528944,0.07200175963842581,0.16154412463352105,2,625.0,250,375.0
topotecan,cvcl_1531,0.5936160591200208,0.4352299904200634,0.1612592322263261,2,150.0,250,100.0
palbociclib,cvcl_1555,0.11722804479297055,0.21145357354265548,0.16122586812706627,2,325.0,250,75.0
paclitaxel,cvcl_0236,0.6326667254421817,0.47173421323997644,0.16101666549448906,2,300.0,250,50.0
sorafenib,cvcl_0318,0.009517923677556328,0.10669304802493085,0.16086626348599603,2,325.0,250,75.0
lapatinib,cvcl_1122,0.3544157377510012,0.20033229838621647,0.16063675704734925,2,625.0,250,375.0
nutlin3,cvcl_1620,0.1056573362327452,0.26676609295503084,0.15939958879830415,2,,250,
paclitaxel,cvcl_0253,0.6004534833625892,0.4590672165258488,0.15891671840563443,2,1500.0,250,1250.0
erlotinib,cvcl_1287,0.04225155387081769,0.12400110923076968,0.15871318500922857,2,150.0,250,100.0
nutlin3,cvcl_6c19,0.09025262103747733,0.24424958220035542,0.15817453366208048,2,,250,
palbociclib,cvcl_1529,0.10259079302513152,0.24099430386994403,0.1581743793498015,2,1000.0,250,750.0
sorafenib,cvcl_1805,0.16171169022033005,0.21377989873927183,0.15773955692867045,2,1250.0,250,1000.0
crizotinib,cvcl_0630,0.09690474299939156,0.0077442450527276385,0.15767480522025007,2,500.0,250,250.0
topotecan,cvcl_0428,0.4714287941860611,0.31521058497625565,0.1574574794855461,2,300.0,250,50.0
topotecan,cvcl_0527,0.3179536289341026,0.12924533922656467,0.15743607148813676,2,325.0,250,75.0
erlotinib,cvcl_1353,0.1387379251385943,0.222887892167969,0.1572802200905557,2,500.0,250,250.0
paclitaxel,cvcl_1167,0.39075464147888717,0.5508816666233209,0.15688288982337042,2,150.0,250,100.0
topotecan,cvcl_1695,0.5721314052152282,0.40180377889595653,0.15686066670666246,2,625.0,250,375.0
nilotinib,cvcl_0326,0.10708267444291442,0.09528264756258653,0.15678851004169253,2,200.0,250,50.0
sorafenib,cvcl_1196,0.14187687426313922,0.2045118591433468,0.1567621142563286,2,1500.0,250,1250.0
topotecan,cvcl_1325,0.4841030426589873,0.3492391511378039,0.156747257739732,2,900.0,250,650.0
paclitaxel,cvcl_1767,0.5961776318247837,0.43976479443483274,0.1560265962243258,2,400.0,250,150.0
sorafenib,cvcl_0539,0.10741289710721347,0.07850894828218624,0.15602320110276868,2,500.0,250,250.0
crizotinib,cvcl_0599,0.053523245817299836,0.08934345892296536,0.15598212407835926,2,400.0,250,150.0
topotecan,cvcl_0599,0.23334159548618127,0.2900579534752754,0.15565391828696387,2,400.0,250,150.0
paclitaxel,cvcl_2908,0.2978532801884095,0.4251439458825873,0.1556179696614986,2,150.0,250,100.0
palbociclib,cvcl_1616,0.005528850795864293,0.04234159612659305,0.15550305002239523,2,150.0,250,100.0
topotecan,cvcl_0105,0.27933746652096036,0.16439809815684325,0.1553667504979257,2,500.0,250,250.0
crizotinib,cvcl_1806,0.09838658004389933,0.15278734371971536,0.1553610077167537,2,400.0,250,150.0
crizotinib,cvcl_6831,0.12438621667307692,0.014722966397731296,0.1550204967087197,2,300.0,250,50.0
palbociclib,cvcl_0379,0.09658039592597156,0.19746210192806724,0.15480007190637013,2,1250.0,250,1000.0
paclitaxel,cvcl_2104,0.4561761101903573,0.29929179237377124,0.15454561370483358,2,300.0,250,50.0
paclitaxel,cvcl_0080,0.7368573916830558,0.5831731799284817,0.1537443302435469,2,625.0,250,375.0
crizotinib,cvcl_1424,0.08837348558762237,0.16930691120334707,0.15288120968863245,2,1250.0,250,1000.0
paclitaxel,cvcl_0400,0.42681870224561047,0.28118308278549353,0.15278834161388372,2,200.0,250,50.0
paclitaxel,cvcl_1338,0.7877740470115075,0.6311461834109864,0.15260535722716495,2,400.0,250,150.0
lapatinib,cvcl_4649,0.216209665562894,0.11397187712092971,0.152145297566751,2,300.0,250,50.0
topotecan,cvcl_1352,0.0005188404258179569,0.12831133469430234,0.15208236893134236,2,300.0,250,50.0
topotecan,cvcl_1059,0.2833819067367528,0.3169231816709046,0.15190584448307692,2,150.0,250,100.0
topotecan,cvcl_1304,0.36165295798440067,0.1856322891901515,0.15175413084611933,2,325.0,250,75.0
paclitaxel,cvcl_0471,0.5614141013716096,0.36682243755706656,0.15113293122358756,2,300.0,250,50.0
crizotinib,cvcl_1052,0.056250923388155405,0.004659932852156712,0.15080388889507543,2,87.5,250,162.5
paclitaxel,cvcl_1334,0.745503920301261,0.7483812813894357,0.15056705409608429,2,1500.0,250,1250.0
pd0325901,cvcl_0547,0.6261861560165951,0.4746926685101037,0.15034880922621655,2,325.0,250,75.0
selumetinib,cvcl_1508,0.3124154674655032,0.17010746990916836,0.15013389683467193,2,400.0,250,150.0
sorafenib,cvcl_1517,0.08606602992073586,0.01629218074963723,0.15003504019339953,2,150.0,250,100.0
topotecan,cvcl_0126,0.43537757376579445,0.2632949491058527,0.14985427163995504,2,625.0,250,375.0
selumetinib,cvcl_1619,0.8948991820611667,0.7394573096000718,0.14984442358194155,2,625.0,250,375.0
nilotinib,cvcl_0333,0.010626733684304113,0.06203699620270031,0.14978135377817728,2,200.0,250,50.0
paclitaxel,cvcl_1404,0.1840399536245073,0.038652655053285856,0.14959651636044613,2,625.0,250,375.0
nilotinib,cvcl_2067,0.1708780736415586,0.048090760794576304,0.1492135449254819,2,300.0,250,50.0
sorafenib,cvcl_2207,0.23176301304760127,0.07598504470506384,0.14901920735121843,2,2500.0,250,2250.0
paclitaxel,cvcl_0844,0.5586220250636783,0.6992462450457586,0.14791138960246605,0,150.0,250,100.0
topotecan,cvcl_0379,0.33493632441292265,0.3346576914800502,0.14778272640507445,0,1250.0,250,1000.0
topotecan,cvcl_2209,0.528314084690483,0.5716252892129585,0.14757916678235058,0,1000.0,250,750.0
paclitaxel,cvcl_1218,0.37458690514124604,0.2251896272874242,0.14723579058537653,0,150.0,250,100.0
topotecan,cvcl_1666,0.33578008371467416,0.3988737359821838,0.14715592704427521,0,150.0,250,100.0
plx4720,cvcl_1402,0.4061935684360092,0.3939454622969,0.14667204838262682,0,,250,
palbociclib,cvcl_1694,0.3037842634881016,0.3382867321961919,0.146588561870881,0,625.0,250,375.0
topotecan,cvcl_1603,0.28596219273561874,0.13092805914662708,0.14638464954600766,0,500.0,250,250.0
crizotinib,cvcl_0036,0.08159156676722479,0.04877118685971826,0.14637644569782868,0,325.0,250,75.0
selumetinib,cvcl_1036,0.4138807905140116,0.5130344312331568,0.14617980400485459,0,300.0,250,50.0
